"年度","リーグID","チームID","打者ID","月","試合","打席","打数","得点","安打","二塁打","三塁打","本塁打","塁打","打点","三振","四球","死球","犠打","犠飛","盗塁","盗塁死","併殺打","打率","長打率","出塁率","OPS","年間通算打数","年間通算安打","年間通算打率","data.means.km.cluster"
"4436",2009,1,2,12118,10,8,16,15,2,3,0,0,0,3,0,5,1,0,0,0,0,0,0,0.2,0.2,0.25,0.45,21,4,0.19047619047619,2
"4437",2010,1,2,12118,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"4438",2009,2,11,12120,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4439",2009,2,11,12120,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4440",2009,1,5,12127,4,22,76,61,14,15,2,1,0,19,2,10,6,3,6,0,0,0,0,0.245901639344,0.311475409836,0.342857142857,0.654332552693,61,15,0.245901639344262,4
"4441",2009,1,5,12127,5,15,43,37,5,13,0,1,0,15,3,7,3,0,3,0,0,0,0,0.351351351351,0.405405405405,0.4,0.805405405405,98,28,0.285714285714286,4
"4442",2009,1,5,12127,6,15,24,22,4,5,1,0,0,6,1,5,2,0,0,0,0,0,0,0.227272727273,0.272727272727,0.291666666667,0.564393939394,120,33,0.275,2
"4443",2009,1,5,12127,7,22,75,70,6,25,5,1,0,32,5,7,1,2,2,0,0,0,1,0.357142857143,0.457142857143,0.383561643836,0.840704500978,190,58,0.305263157894737,4
"4444",2009,1,5,12127,8,26,103,95,8,19,3,1,0,24,3,13,1,2,4,1,3,0,1,0.2,0.252631578947,0.222222222222,0.47485380117,285,77,0.270175438596491,4
"4445",2009,1,5,12127,9,27,119,97,19,28,4,1,0,34,2,8,9,0,13,0,0,0,3,0.288659793814,0.350515463918,0.349056603774,0.699572067691,382,105,0.274869109947644,4
"4446",2009,1,5,12127,10,5,22,22,0,4,0,0,0,4,2,3,0,0,0,0,0,0,0,0.181818181818,0.181818181818,0.181818181818,0.363636363636,404,109,0.26980198019802,3
"4447",2010,1,5,12127,3,5,19,15,1,3,0,0,0,3,0,0,1,0,3,0,0,0,0,0.2,0.2,0.25,0.45,15,3,0.2,2
"4448",2010,1,5,12127,4,20,56,49,9,18,2,0,0,20,2,8,3,0,4,0,0,0,0,0.367346938776,0.408163265306,0.403846153846,0.812009419152,64,21,0.328125,4
"4449",2010,1,5,12127,5,21,92,81,10,24,7,1,0,33,0,9,6,0,5,0,1,3,1,0.296296296296,0.407407407407,0.344827586207,0.752234993614,145,45,0.310344827586207,4
"4450",2010,1,5,12127,6,19,91,76,11,25,3,0,0,28,4,7,6,0,9,0,0,0,0,0.328947368421,0.368421052632,0.378048780488,0.746469833119,221,70,0.316742081447964,4
"4451",2010,1,5,12127,7,21,94,85,15,37,4,1,0,43,4,5,2,0,7,0,1,0,0,0.435294117647,0.505882352941,0.448275862069,0.95415821501,306,107,0.349673202614379,4
"4452",2010,1,5,12127,8,25,118,87,17,31,3,1,1,39,8,14,9,4,17,1,3,4,1,0.35632183908,0.448275862069,0.435643564356,0.883919426425,393,138,0.351145038167939,4
"4453",2010,1,5,12127,9,22,95,77,10,25,2,1,0,29,4,10,4,3,11,0,1,0,0,0.324675324675,0.376623376623,0.380952380952,0.757575757576,470,163,0.346808510638298,4
"4454",2010,1,5,12127,10,6,28,22,4,9,1,1,0,12,2,2,3,0,3,0,0,0,0,0.409090909091,0.545454545455,0.48,1.02545454545,492,172,0.349593495934959,3
"4455",2011,1,5,12127,4,15,66,55,5,13,3,0,0,16,1,5,4,0,7,0,0,0,2,0.236363636364,0.290909090909,0.28813559322,0.579044684129,55,13,0.236363636363636,4
"4456",2011,1,5,12127,5,20,84,71,5,24,2,1,0,28,6,10,6,0,7,0,0,2,2,0.338028169014,0.394366197183,0.38961038961,0.783976586793,126,37,0.293650793650794,4
"4457",2011,1,5,12127,6,18,76,66,8,18,1,0,0,19,2,10,3,0,7,0,1,1,0,0.272727272727,0.287878787879,0.304347826087,0.592226613966,192,55,0.286458333333333,4
"4458",2011,1,5,12127,7,22,97,89,12,26,2,0,0,28,1,12,2,2,4,0,3,1,1,0.292134831461,0.314606741573,0.322580645161,0.637187386734,281,81,0.288256227758007,4
"4459",2011,1,5,12127,8,24,106,92,16,31,2,2,1,40,6,17,7,1,6,0,2,1,1,0.336956521739,0.434782608696,0.39,0.824782608696,373,112,0.300268096514745,4
"4460",2011,1,5,12127,9,21,95,85,9,25,1,1,0,28,3,6,6,1,2,1,0,1,0,0.294117647059,0.329411764706,0.344086021505,0.673497786211,458,137,0.299126637554585,4
"4461",2011,1,5,12127,10,22,91,84,7,23,2,1,0,27,10,7,5,1,1,0,0,1,0,0.27380952381,0.321428571429,0.322222222222,0.643650793651,542,160,0.29520295202952,3
"4462",2012,1,5,12127,3,2,9,7,2,3,1,1,0,6,0,1,2,0,0,0,0,0,0,0.428571428571,0.857142857143,0.555555555556,1.4126984127,7,3,0.428571428571429,2
"4463",2012,1,5,12127,4,24,105,98,7,26,1,0,0,27,6,13,6,0,1,0,1,0,0,0.265306122449,0.275510204082,0.307692307692,0.583202511774,105,29,0.276190476190476,4
"4464",2012,1,5,12127,5,23,103,85,9,18,0,0,0,18,4,11,10,1,7,0,1,2,1,0.211764705882,0.211764705882,0.302083333333,0.513848039216,190,47,0.247368421052632,4
"4465",2012,1,5,12127,6,20,92,77,11,23,0,1,1,28,8,9,11,2,2,0,1,0,1,0.298701298701,0.363636363636,0.4,0.763636363636,267,70,0.262172284644195,4
"4466",2012,1,5,12127,7,20,75,69,6,9,1,0,0,10,0,7,5,0,1,0,0,0,2,0.130434782609,0.144927536232,0.189189189189,0.334116725421,336,79,0.235119047619048,4
"4467",2012,1,5,12127,8,26,88,76,5,22,1,0,0,23,3,14,7,1,4,0,3,0,0,0.289473684211,0.302631578947,0.357142857143,0.65977443609,412,101,0.245145631067961,4
"4468",2012,1,5,12127,9,18,46,45,3,11,1,0,0,12,3,6,1,0,0,0,0,0,0,0.244444444444,0.266666666667,0.260869565217,0.527536231884,457,112,0.24507658643326,3
"4469",2012,1,5,12127,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,112,0.244541484716157,3
"4470",2013,2,11,12127,5,12,39,38,1,12,1,0,0,13,0,5,0,0,1,0,0,0,1,0.315789473684,0.342105263158,0.315789473684,0.657894736842,38,12,0.315789473684211,2
"4471",2013,2,11,12127,8,21,94,81,7,24,5,0,0,29,5,11,8,1,4,0,0,1,1,0.296296296296,0.358024691358,0.366666666667,0.724691358025,119,36,0.302521008403361,4
"4472",2013,2,11,12127,9,20,91,85,11,28,4,1,0,34,7,7,6,0,0,0,1,0,1,0.329411764706,0.4,0.373626373626,0.773626373626,204,64,0.313725490196078,4
"4473",2013,2,11,12127,10,3,14,13,0,4,0,0,0,4,2,3,1,0,0,0,0,0,0,0.307692307692,0.307692307692,0.357142857143,0.664835164835,217,68,0.313364055299539,2
"4474",2014,2,11,12127,3,3,14,13,1,5,0,0,0,5,0,2,1,0,0,0,0,0,0,0.384615384615,0.384615384615,0.428571428571,0.813186813187,13,5,0.384615384615385,2
"4475",2014,2,11,12127,4,24,98,87,12,24,3,2,0,31,8,13,4,1,6,0,1,0,2,0.275862068966,0.35632183908,0.315217391304,0.671539230385,100,29,0.29,4
"4476",2014,2,11,12127,5,22,87,80,9,23,2,1,0,27,6,7,3,2,2,0,1,0,1,0.2875,0.3375,0.329411764706,0.666911764706,180,52,0.288888888888889,4
"4477",2009,2,11,12129,4,22,88,85,11,22,6,0,2,34,6,16,2,0,0,1,5,1,2,0.258823529412,0.4,0.272727272727,0.672727272727,85,22,0.258823529411765,1
"4478",2009,2,11,12129,5,13,51,49,4,13,1,0,0,14,4,8,2,0,0,0,3,1,0,0.265306122449,0.285714285714,0.294117647059,0.579831932773,134,35,0.261194029850746,2
"4479",2009,2,11,12129,9,14,57,52,5,13,3,0,2,22,5,8,3,0,1,1,0,1,1,0.25,0.423076923077,0.285714285714,0.708791208791,186,48,0.258064516129032,4
"4480",2009,2,11,12129,10,5,23,22,3,9,2,0,0,11,2,4,1,0,0,0,0,0,1,0.409090909091,0.5,0.434782608696,0.934782608696,208,57,0.274038461538462,2
"4481",2010,2,11,12129,3,8,37,35,5,9,1,1,1,15,5,6,1,0,0,1,0,0,0,0.257142857143,0.428571428571,0.27027027027,0.698841698842,35,9,0.257142857142857,2
"4482",2010,2,11,12129,4,23,90,84,9,23,6,0,0,29,9,11,6,0,0,0,0,0,3,0.27380952381,0.345238095238,0.322222222222,0.66746031746,119,32,0.26890756302521,4
"4483",2010,2,11,12129,5,21,95,89,12,27,6,1,3,44,11,19,6,0,0,0,1,0,4,0.303370786517,0.494382022472,0.347368421053,0.841750443525,208,59,0.283653846153846,1
"4484",2010,2,11,12129,6,20,89,82,18,31,3,0,2,40,14,8,5,1,0,1,0,0,1,0.378048780488,0.487804878049,0.415730337079,0.903535215127,290,90,0.310344827586207,1
"4485",2010,2,11,12129,7,23,104,95,16,27,6,0,3,42,11,12,6,3,0,0,0,0,4,0.284210526316,0.442105263158,0.346153846154,0.788259109312,385,117,0.303896103896104,1
"4486",2010,2,11,12129,8,26,122,116,10,32,6,1,4,52,13,26,3,3,0,0,0,0,3,0.275862068966,0.448275862069,0.311475409836,0.759751271905,501,149,0.297405189620758,1
"4487",2010,2,11,12129,9,21,91,86,11,24,4,0,3,37,10,14,4,1,0,0,1,1,5,0.279069767442,0.43023255814,0.318681318681,0.748913876821,587,173,0.294718909710392,1
"4488",2010,2,11,12129,10,1,4,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.333333333333,0.333333333333,0.5,0.833333333333,590,174,0.294915254237288,3
"4489",2011,2,11,12129,4,17,71,66,7,13,1,0,1,17,4,15,5,0,0,0,1,0,0,0.19696969697,0.257575757576,0.253521126761,0.511096884336,66,13,0.196969696969697,4
"4490",2011,2,11,12129,5,8,29,28,3,7,2,0,0,9,0,4,1,0,0,0,0,1,0,0.25,0.321428571429,0.275862068966,0.597290640394,94,20,0.212765957446809,2
"4491",2011,2,11,12129,6,19,87,84,10,22,5,0,1,30,14,10,1,1,0,1,3,0,1,0.261904761905,0.357142857143,0.275862068966,0.633004926108,178,42,0.235955056179775,4
"4492",2011,2,11,12129,7,23,100,94,10,27,4,0,1,34,7,14,4,1,0,1,0,0,5,0.287234042553,0.36170212766,0.32,0.68170212766,272,69,0.253676470588235,1
"4493",2011,2,11,12129,8,25,105,102,12,35,1,2,3,49,10,14,1,1,0,1,7,0,2,0.343137254902,0.480392156863,0.352380952381,0.832773109244,374,104,0.27807486631016,1
"4494",2011,2,11,12129,9,25,107,101,8,44,3,2,1,54,16,9,4,1,0,1,3,3,1,0.435643564356,0.534653465347,0.457943925234,0.99259739058,475,148,0.311578947368421,1
"4495",2011,2,11,12129,10,13,54,51,4,16,3,0,1,22,4,8,1,1,0,1,0,2,0,0.313725490196,0.43137254902,0.333333333333,0.764705882353,526,164,0.311787072243346,3
"4496",2012,2,11,12129,3,2,8,8,1,3,2,0,0,5,0,2,0,0,0,0,0,0,0,0.375,0.625,0.375,1,8,3,0.375,2
"4497",2012,2,11,12129,4,22,92,89,9,20,2,0,1,25,7,6,3,0,0,0,2,0,2,0.224719101124,0.280898876404,0.25,0.530898876404,97,23,0.237113402061856,4
"4498",2012,2,11,12129,5,24,95,90,8,19,4,0,0,23,4,15,3,1,0,1,1,1,4,0.211111111111,0.255555555556,0.242105263158,0.497660818713,187,42,0.224598930481283,4
"4499",2012,2,11,12129,6,21,88,84,12,26,3,0,1,32,6,13,2,1,0,1,0,1,0,0.309523809524,0.380952380952,0.329545454545,0.710497835498,271,68,0.250922509225092,1
"4500",2012,2,11,12129,7,15,66,63,6,15,4,0,1,22,9,8,0,2,0,1,0,0,1,0.238095238095,0.349206349206,0.257575757576,0.606782106782,334,83,0.248502994011976,4
"4501",2012,2,11,12129,8,25,108,103,10,24,3,0,1,30,12,14,3,0,1,1,0,0,0,0.233009708738,0.291262135922,0.252336448598,0.54359858452,437,107,0.244851258581236,1
"4502",2012,2,11,12129,9,22,89,83,6,19,3,0,0,22,5,16,3,1,0,2,0,0,1,0.228915662651,0.265060240964,0.258426966292,0.523487207256,520,126,0.242307692307692,1
"4503",2013,2,11,12129,3,3,17,15,1,2,0,0,0,2,0,2,1,0,1,0,0,1,0,0.133333333333,0.133333333333,0.1875,0.320833333333,15,2,0.133333333333333,5
"4504",2013,2,11,12129,4,22,91,88,8,25,3,0,1,31,8,12,3,0,0,0,0,1,2,0.284090909091,0.352272727273,0.307692307692,0.659965034965,103,27,0.262135922330097,4
"4505",2013,2,11,12129,5,23,89,86,3,19,3,0,1,25,6,16,3,0,0,0,0,1,3,0.220930232558,0.290697674419,0.247191011236,0.537888685655,189,46,0.243386243386243,4
"4506",2013,2,11,12129,6,18,65,59,5,15,2,0,1,20,2,11,2,3,0,1,1,1,2,0.254237288136,0.338983050847,0.307692307692,0.64667535854,248,61,0.245967741935484,4
"4507",2013,2,11,12129,7,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333333333333,0.333333333333,250,61,0.244,2
"4508",2013,2,11,12129,10,2,6,5,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0.2,0.4,0.333333333333,0.733333333333,255,62,0.243137254901961,2
"4509",2014,2,376,12129,3,1,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
"4510",2014,2,376,12129,4,19,55,55,6,10,1,0,1,14,5,18,0,0,0,0,0,0,1,0.181818181818,0.254545454545,0.181818181818,0.436363636364,59,10,0.169491525423729,4
"4511",2014,2,376,12129,5,10,10,10,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0.1,0.1,0.1,0.2,69,11,0.159420289855072,2
"4512",2009,2,376,12131,4,20,76,67,7,11,3,0,2,20,10,21,9,0,0,0,0,0,2,0.164179104478,0.298507462687,0.263157894737,0.561665357423,67,11,0.164179104477612,4
"4513",2009,2,376,12131,5,13,33,30,2,5,0,0,2,11,5,11,1,1,0,1,0,0,1,0.166666666667,0.366666666667,0.212121212121,0.578787878788,97,16,0.164948453608247,2
"4514",2009,2,376,12131,7,18,69,59,7,14,2,0,3,25,10,17,9,1,0,0,0,0,0,0.237288135593,0.423728813559,0.347826086957,0.771554900516,156,30,0.192307692307692,4
"4515",2009,2,376,12131,8,22,74,67,7,20,5,0,5,40,16,14,5,2,0,0,0,0,2,0.298507462687,0.597014925373,0.364864864865,0.961879790238,223,50,0.224215246636771,1
"4516",2009,2,376,12131,9,23,84,72,9,23,6,0,1,32,9,14,11,1,0,0,1,0,2,0.319444444444,0.444444444444,0.416666666667,0.861111111111,295,73,0.247457627118644,1
"4517",2009,2,376,12131,10,8,25,21,5,7,2,0,1,12,4,6,4,0,0,0,0,0,1,0.333333333333,0.571428571429,0.44,1.01142857143,316,80,0.253164556962025,3
"4518",2010,2,11,12131,6,6,24,23,1,3,1,0,0,4,1,7,0,1,0,0,0,0,0,0.130434782609,0.173913043478,0.166666666667,0.340579710145,23,3,0.130434782608696,2
"4519",2010,2,11,12131,7,5,14,14,0,4,2,0,0,6,2,4,0,0,0,0,0,0,0,0.285714285714,0.428571428571,0.285714285714,0.714285714286,37,7,0.189189189189189,2
"4520",2009,2,9,12132,4,19,71,68,7,14,2,1,0,18,3,15,1,1,1,0,0,1,0,0.205882352941,0.264705882353,0.228571428571,0.493277310924,68,14,0.205882352941176,4
"4521",2009,2,9,12132,5,10,19,18,1,2,0,0,0,2,1,2,0,0,0,1,0,0,0,0.111111111111,0.111111111111,0.105263157895,0.216374269006,86,16,0.186046511627907,2
"4522",2009,2,9,12132,7,14,9,8,5,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,94,16,0.170212765957447,2
"4523",2009,2,9,12132,8,21,29,26,4,8,0,0,1,11,2,2,2,0,1,0,2,2,0,0.307692307692,0.423076923077,0.357142857143,0.78021978022,120,24,0.2,2
"4524",2009,2,9,12132,9,19,57,52,12,14,3,0,0,17,6,12,3,0,2,0,2,0,0,0.269230769231,0.326923076923,0.309090909091,0.636013986014,172,38,0.22093023255814,4
"4525",2009,2,9,12132,10,1,4,3,1,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0.333333333333,0.666666666667,0.333333333333,1,175,39,0.222857142857143,2
"4526",2010,1,3,12132,3,3,14,10,4,2,0,0,0,2,0,0,2,0,2,0,1,0,0,0.2,0.2,0.333333333333,0.533333333333,10,2,0.2,2
"4527",2010,1,3,12132,4,18,65,52,8,9,1,0,1,13,5,12,7,1,5,0,4,1,0,0.173076923077,0.25,0.283333333333,0.533333333333,62,11,0.17741935483871,4
"4528",2010,1,3,12132,5,10,21,17,2,4,0,0,0,4,1,2,2,0,2,0,1,1,0,0.235294117647,0.235294117647,0.315789473684,0.551083591331,79,15,0.189873417721519,2
"4529",2011,1,3,12132,10,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"4530",2009,2,376,12136,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4531",2009,2,376,12136,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4532",2009,2,376,12136,6,9,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0,5
"4533",2009,2,376,12136,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"4534",2009,2,376,12136,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"4535",2009,2,376,12136,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"4536",2009,2,376,12136,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"4537",2010,2,376,12136,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4538",2010,2,376,12136,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4539",2010,2,376,12136,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4540",2010,2,376,12136,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4541",2011,2,376,12136,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4542",2011,2,376,12136,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4543",2011,2,376,12136,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4544",2011,2,376,12136,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4545",2012,2,376,12136,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4546",2009,2,376,12137,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4547",2009,2,376,12137,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4548",2009,2,376,12137,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4549",2010,2,376,12137,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4550",2010,1,1,12137,8,4,9,6,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0.142857142857,0.142857142857,6,0,0,5
"4551",2010,1,1,12137,9,5,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5
"4552",2010,1,1,12137,10,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5
"4553",2009,2,11,12140,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4554",2009,2,11,12140,5,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5
"4555",2009,2,11,12140,6,3,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
"4556",2009,2,11,12140,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0,5
"4557",2009,2,11,12140,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0,5
"4558",2009,2,11,12140,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0,5
"4559",2009,2,11,12140,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0,5
"4560",2010,2,11,12140,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4561",2010,2,11,12140,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4562",2010,2,11,12140,5,4,4,4,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0.25,0.5,0.25,0.75,4,1,0.25,2
"4563",2010,2,11,12140,6,4,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,0.166666666666667,5
"4564",2010,2,11,12140,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,1,0.166666666666667,5
"4565",2010,2,11,12140,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,1,0.166666666666667,5
"4566",2010,2,11,12140,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,1,0.166666666666667,5
"4567",2011,2,11,12140,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4568",2011,2,11,12140,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4569",2011,2,11,12140,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4570",2011,2,11,12140,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4571",2011,2,11,12140,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4572",2012,2,11,12140,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4573",2013,2,11,12140,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4574",2013,2,11,12140,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4575",2009,2,8,12144,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4576",2009,2,8,12144,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4577",2009,2,8,12144,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4578",2009,2,8,12144,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4579",2009,2,8,12144,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4580",2009,2,8,12144,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4581",2010,2,8,12144,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4582",2010,1,3,12144,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4583",2010,1,3,12144,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4584",2010,1,3,12144,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4585",2010,1,3,12144,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4586",2010,1,3,12144,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4587",2010,1,3,12144,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4588",2011,1,3,12144,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4589",2011,1,3,12144,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4590",2011,1,3,12144,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4591",2011,1,3,12144,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4592",2011,1,3,12144,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4593",2011,1,3,12144,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4594",2011,1,3,12144,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4595",2012,1,3,12144,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4596",2013,2,12,12144,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4597",2013,2,12,12144,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4598",2013,2,12,12144,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"4599",2009,1,3,12148,5,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5
"4600",2009,1,3,12148,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,1,0,0,5
"4601",2010,1,3,12148,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0,0,5
"4602",2010,1,3,12148,4,9,6,4,1,0,0,0,0,0,0,1,2,0,0,0,4,1,0,0,0,0.333333333333,0.333333333333,4,0,0,5
"4603",2010,1,3,12148,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,4,0,0,5
